"North American Cruises,  January 1, 2004 - March 31, 2012",,,,,,,,,,,
Cruise Line,Vessel Name,Sail Date,Departure Port,Destination,Nights,Passengers,Normal Capacity,Month,Quarter,Year,Passengers Nights
Royal Caribbean International,NAVIGATOR OF THE SEAS,2/18/2012,Fort Lauderdale,Southern Caribbean,8,"3,527","3,114",2,1,2012,"28,216"
Royal Caribbean International,JEWEL OF THE SEAS,2/18/2012,Tampa,Western Caribbean,5,"2,163","2,110",2,1,2012,"10,815"
Royal Caribbean International,LIBERTY OF THE SEAS,2/18/2012,Fort Lauderdale,Western Caribbean,5,"4,155","3,630",2,1,2012,"20,775"
Norwegian Cruise Line,NORWEGIAN JEWEL,2/18/2012,New York,Bahamas,7,"2,896","2,376",2,1,2012,"20,272"
Norwegian Cruise Line,NORWEGIAN GEM,2/18/2012,New York,Nowhere,1,"2,569","2,394",2,1,2012,"2,569"
Carnival Cruise Line,CARNIVAL TRIUMPH,2/18/2012,Galveston,Western Caribbean,5,"3,327","2,758",2,1,2012,"16,635"
Princess Cruises,OCEAN PRINCESS,2/18/2012,Honolulu,South Pacific/Far East,11,619,688,2,1,2012,"6,809"
Holland America Line,RYNDAM,2/19/2012,Tampa,Western Caribbean,7,"1,272","1,266",2,1,2012,"8,904"
Carnival Cruise Line,CARNIVAL SPLENDOR,2/19/2012,Long Beach,Mexico (Pacific),7,"3,610","3,006",2,1,2012,"25,270"
Norwegian Cruise Line,NORWEGIAN STAR,2/19/2012,Tampa,Western Caribbean,7,"2,712","2,240",2,1,2012,"18,984"
Carnival Cruise Line,CARNIVAL MAGIC,2/19/2012,Galveston,Western Caribbean,7,"4,423","3,690",2,1,2012,"30,961"
Royal Caribbean International,MARINER OF THE SEAS,2/19/2012,Galveston,Western Caribbean,7,"3,292","3,114",2,1,2012,"23,044"
Disney Cruise Line,DISNEY WONDER,2/19/2012,Los Angeles,Mexico (Pacific),7,"2,626","1,754",2,1,2012,"18,382"
Norwegian Cruise Line,NORWEGIAN SPIRIT,2/19/2012,New Orleans,Western Caribbean,7,"2,212","1,966",2,1,2012,"15,484"
Princess Cruises,RUBY PRINCESS,2/19/2012,Fort Lauderdale,Eastern Caribbean,7,"3,342","3,070",2,1,2012,"23,394"
Carnival Cruise Line,CARNIVAL GLORY,2/19/2012,Miami,Western Caribbean,7,"3,451","2,974",2,1,2012,"24,157"
Carnival Cruise Line,CARNIVAL VICTORY,2/19/2012,San Juan,Southern Caribbean,7,"3,061","2,758",2,1,2012,"21,427"
Carnival Cruise Line,CARNIVAL CONQUEST,2/19/2012,New Orleans,Western Caribbean,7,"3,645","2,974",2,1,2012,"25,515"
Royal Caribbean International,ADVENTURE OF THE SEAS,2/19/2012,San Juan,Southern Caribbean,7,"3,301","3,114",2,1,2012,"23,107"
Carnival Cruise Line,CARNIVAL PRIDE,2/19/2012,Baltimore,Bahamas,7,"2,628","2,124",2,1,2012,"18,396"
Norwegian Cruise Line,NORWEGIAN PEARL,2/19/2012,Miami,Western Caribbean,7,"2,596","2,394",2,1,2012,"18,172"
Holland America Line,NIEUW AMSTERDAM,2/19/2012,Fort Lauderdale,Eastern Caribbean,7,"2,218","2,044",2,1,2012,"15,526"
Holland America Line,WESTERDAM,2/19/2012,Fort Lauderdale,Southern Caribbean,7,"2,013","1,848",2,1,2012,"14,091"
Princess Cruises,CARIBBEAN PRINCESS,2/19/2012,San Juan,Southern Caribbean,7,"2,703","3,100",2,1,2012,"18,921"
Royal Caribbean International,ALLURE OF THE SEAS,2/19/2012,Fort Lauderdale,Eastern Caribbean,7,"6,000","5,400",2,1,2012,"42,000"
Celebrity Cruise Line,CELEBRITY SOLSTICE,2/19/2012,Fort Lauderdale,Western Caribbean,7,"2,993","2,850",2,1,2012,"20,951"
Royal Caribbean International,FREEDOM OF THE SEAS,2/19/2012,Port Canaveral,Western Caribbean,7,"4,173","3,634",2,1,2012,"29,211"
Disney Cruise Line,DISNEY DREAM,2/19/2012,Port Canaveral,Bahamas,4,"3,856","2,500",2,1,2012,"15,424"
Carnival Cruise Line,CARNIVAL FREEDOM,2/19/2012,Fort Lauderdale,Western Caribbean,6,"3,487","2,974",2,1,2012,"20,922"
Carnival Cruise Line,CARNIVAL SENSATION,2/19/2012,Port Canaveral,Bahamas,4,"2,579","2,052",2,1,2012,"10,316"
Carnival Cruise Line,CARNIVAL LEGEND,2/19/2012,Tampa,Western Caribbean,7,"2,413","2,124",2,1,2012,"16,891"
Norwegian Cruise Line,NORWEGIAN GEM,2/19/2012,New York,Bahamas,7,"2,993","2,394",2,1,2012,"20,951"
Carnival Cruise Line,CARNIVAL INSPIRATION,2/20/2012,Long Beach,Mexico (Pacific),4,"2,617","2,052",2,1,2012,"10,468"
Carnival Cruise Line,CARNIVAL PARADISE,2/20/2012,Tampa,Western Caribbean,5,"2,559","2,052",2,1,2012,"12,795"
Carnival Cruise Line,CARNIVAL DESTINY,2/20/2012,Miami,Western Caribbean,5,"3,258","2,642",2,1,2012,"16,290"
Royal Caribbean International,MAJESTY OF THE SEAS,2/20/2012,Miami,Bahamas,4,"2,660","2,354",2,1,2012,"10,640"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,2/20/2012,Miami,Western Caribbean,5,"2,076","1,950",2,1,2012,"10,380"
Carnival Cruise Line,CARNIVAL IMAGINATION,2/20/2012,Miami,Western Caribbean,4,"2,547","2,052",2,1,2012,"10,188"
Carnival Cruise Line,CARNIVAL FANTASY,2/20/2012,Charleston,Bahamas,5,"2,605","2,052",2,1,2012,"13,025"
Norwegian Cruise Line,NORWEGIAN SKY,2/20/2012,Miami,Bahamas,4,"2,320","2,002",2,1,2012,"9,280"
Carnival Cruise Line,CARNIVAL ELATION,2/20/2012,New Orleans,Western Caribbean,5,"2,683","2,052",2,1,2012,"13,415"
Royal Caribbean International,MONARCH OF THE SEAS,2/20/2012,Port Canaveral,Bahamas,4,"2,592","2,354",2,1,2012,"10,368"
AIDA Cruise Line,AIDAAURA,2/21/2012,Miami,Western Caribbean,14,"1,303","1,266",2,1,2012,"18,242"
Celebrity Cruise Line,CELEBRITY SILHOUETTE,2/22/2012,Cape Liberty,Southern Caribbean,12,"2,896","2,850",2,1,2012,"34,752"
Carnival Cruise Line,CARNIVAL MIRACLE,2/22/2012,Fort Lauderdale,Southern Caribbean,8,"2,201","2,124",2,1,2012,"17,608"
Royal Caribbean International,JEWEL OF THE SEAS,2/23/2012,Tampa,Western Caribbean,4,"2,348","2,110",2,1,2012,"9,392"
Carnival Cruise Line,CARNIVAL FASCINATION,2/23/2012,Jacksonville,Bahamas,4,"2,414","2,052",2,1,2012,"9,656"
Carnival Cruise Line,CARNIVAL TRIUMPH,2/23/2012,Galveston,Western Caribbean,4,"3,214","2,758",2,1,2012,"12,856"
Carnival Cruise Line,CARNIVAL SENSATION,2/23/2012,Port Canaveral,Bahamas,3,"2,577","2,052",2,1,2012,"7,731"
Carnival Cruise Line,CARNIVAL ECSTASY,2/23/2012,Port Canaveral,Bahamas,4,"2,452","2,052",2,1,2012,"9,808"
Disney Cruise Line,DISNEY DREAM,2/23/2012,Port Canaveral,Bahamas,3,"3,861","2,500",2,1,2012,"11,583"
Royal Caribbean International,LIBERTY OF THE SEAS,2/23/2012,Fort Lauderdale,Western Caribbean,4,"3,969","3,630",2,1,2012,"15,876"
Carnival Cruise Line,CARNIVAL INSPIRATION,2/24/2012,Long Beach,Mexico (Pacific),3,"2,541","2,052",2,1,2012,"7,623"
Royal Caribbean International,MAJESTY OF THE SEAS,2/24/2012,Miami,Bahamas,3,"2,660","2,354",2,1,2012,"7,980"
Norwegian Cruise Line,NORWEGIAN SKY,2/24/2012,Miami,Bahamas,3,"2,120","2,002",2,1,2012,"6,360"
Carnival Cruise Line,CARNIVAL IMAGINATION,2/24/2012,Miami,Bahamas,3,"2,467","2,052",2,1,2012,"7,401"
Holland America Line,NOORDAM,2/24/2012,Fort Lauderdale,Southern Caribbean,10,"1,699","1,848",2,1,2012,"16,990"
Royal Caribbean International,MONARCH OF THE SEAS,2/24/2012,Port Canaveral,Bahamas,3,"2,483","2,354",2,1,2012,"7,449"
Celebrity Cruise Line,CELEBRITY EQUINOX,2/24/2012,Fort Lauderdale,Southern Caribbean,10,"2,828","2,850",2,1,2012,"28,280"
Seabourn Cruise Line,SEABOURN SPIRIT,2/24/2012,Charlotte Amalie,Southern Caribbean,7,201,208,2,1,2012,"1,407"
Norwegian Cruise Line,PRIDE OF AMERICA,2/25/2012,Honolulu,Hawaii,7,"2,159","2,062",2,1,2012,"15,113"
Carnival Cruise Line,CARNIVAL PARADISE,2/25/2012,Tampa,Western Caribbean,6,"2,275","2,052",2,1,2012,"13,650"
Princess Cruises,SAPPHIRE PRINCESS,2/25/2012,Los Angeles,Mexico (Pacific),7,"2,781","2,670",2,1,2012,"19,467"
Norwegian Cruise Line,NORWEGIAN SUN,2/25/2012,Port Canaveral,Eastern Caribbean,7,"1,970","2,000",2,1,2012,"13,790"
Carnival Cruise Line,CARNIVAL DREAM,2/25/2012,Port Canaveral,Eastern Caribbean,7,"4,115","3,646",2,1,2012,"28,805"
Disney Cruise Line,DISNEY MAGIC,2/25/2012,Port Canaveral,Eastern Caribbean,7,"2,578","1,754",2,1,2012,"18,046"
Holland America Line,OOSTERDAM,2/25/2012,San Diego,Hawaii,14,"1,892","1,848",2,1,2012,"26,488"
Carnival Cruise Line,CARNIVAL FANTASY,2/25/2012,Charleston,Bahamas,6,"2,159","2,052",2,1,2012,"12,954"
Carnival Cruise Line,CARNIVAL LIBERTY,2/25/2012,Miami,Western Caribbean,7,"3,280","2,974",2,1,2012,"22,960"
Celebrity Cruise Line,CELEBRITY ECLIPSE,2/25/2012,Miami,Southern Caribbean,7,"2,856","2,850",2,1,2012,"19,992"
Carnival Cruise Line,CARNIVAL ELATION,2/25/2012,New Orleans,Western Caribbean,5,"2,321","2,052",2,1,2012,"11,605"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,2/25/2012,Miami,Western Caribbean,5,"2,045","1,950",2,1,2012,"10,225"
Princess Cruises,CROWN PRINCESS,2/25/2012,Fort Lauderdale,Southern Caribbean,7,"3,130","3,080",2,1,2012,"21,910"
Princess Cruises,GRAND PRINCESS,2/25/2012,Fort Lauderdale,Eastern Caribbean,7,"2,014","2,600",2,1,2012,"14,098"
Norwegian Cruise Line,NORWEGIAN EPIC,2/25/2012,Miami,Eastern Caribbean,7,"4,151","4,200",2,1,2012,"29,057"
MSC Italian Cruises,MSC POESIA,2/25/2012,Fort Lauderdale,Western Caribbean,7,"2,566","2,550",2,1,2012,"17,962"
Holland America Line,EURODAM,2/25/2012,Fort Lauderdale,Eastern Caribbean,7,"2,185","2,104",2,1,2012,"15,295"
Carnival Cruise Line,CARNIVAL DESTINY,2/25/2012,Miami,Western Caribbean,5,"2,993","2,642",2,1,2012,"14,965"
Celebrity Cruise Line,CELEBRITY SUMMIT,2/25/2012,San Juan,Southern Caribbean,7,"2,050","1,950",2,1,2012,"14,350"
Royal Caribbean International,SERENADE OF THE SEAS,2/25/2012,San Juan,Southern Caribbean,7,"2,070","2,100",2,1,2012,"14,490"
Carnival Cruise Line,CARNIVAL FREEDOM,2/25/2012,Fort Lauderdale,Southern Caribbean,8,"3,163","2,974",2,1,2012,"25,304"
Celebrity Cruise Line,CELEBRITY CONSTELLATION,2/25/2012,Fort Lauderdale,Southern Caribbean,14,"2,029","1,950",2,1,2012,"28,406"
Royal Caribbean International,OASIS OF THE SEAS,2/25/2012,Fort Lauderdale,Eastern Caribbean,7,"5,766","5,400",2,1,2012,"40,362"
Norwegian Cruise Line,NORWEGIAN JEWEL,2/25/2012,New York,Bahamas,7,"2,661","2,376",2,1,2012,"18,627"
Royal Caribbean International,VOYAGER OF THE SEAS,2/25/2012,New Orleans,Western Caribbean,7,"3,170","3,114",2,1,2012,"22,190"
Norwegian Cruise Line,NORWEGIAN SPIRIT,2/26/2012,New Orleans,Western Caribbean,7,"2,045","1,966",2,1,2012,"14,315"
Carnival Cruise Line,CARNIVAL SPLENDOR,2/26/2012,Long Beach,Mexico (Pacific),7,"3,349","3,006",2,1,2012,"23,443"
Disney Cruise Line,DISNEY WONDER,2/26/2012,Los Angeles,Mexico (Pacific),7,"2,683","1,754",2,1,2012,"18,781"
Norwegian Cruise Line,NORWEGIAN STAR,2/26/2012,Tampa,Western Caribbean,7,"2,502","2,240",2,1,2012,"17,514"
Holland America Line,RYNDAM,2/26/2012,Tampa,Western Caribbean,7,"1,275","1,266",2,1,2012,"8,925"
Carnival Cruise Line,CARNIVAL CONQUEST,2/26/2012,New Orleans,Western Caribbean,7,"3,288","2,974",2,1,2012,"23,016"
Royal Caribbean International,ADVENTURE OF THE SEAS,2/26/2012,San Juan,Southern Caribbean,7,"3,202","3,114",2,1,2012,"22,414"
Carnival Cruise Line,CARNIVAL LEGEND,2/26/2012,Tampa,Western Caribbean,7,"2,247","2,124",2,1,2012,"15,729"
Royal Caribbean International,FREEDOM OF THE SEAS,2/26/2012,Port Canaveral,Eastern Caribbean,7,"3,918","3,634",2,1,2012,"27,426"
Carnival Cruise Line,CARNIVAL VALOR,2/26/2012,Miami,Western Caribbean,6,"3,243","2,974",2,1,2012,"19,458"
Carnival Cruise Line,CARNIVAL SENSATION,2/26/2012,Port Canaveral,Bahamas,4,"2,392","2,052",2,1,2012,"9,568"
Royal Caribbean International,MARINER OF THE SEAS,2/26/2012,Galveston,Western Caribbean,7,"3,170","3,114",2,1,2012,"22,190"
Carnival Cruise Line,CARNIVAL VICTORY,2/26/2012,San Juan,Southern Caribbean,7,"2,912","2,758",2,1,2012,"20,384"
Carnival Cruise Line,CARNIVAL GLORY,2/26/2012,Miami,Eastern Caribbean,7,"3,223","2,974",2,1,2012,"22,561"
Carnival Cruise Line,CARNIVAL SPIRIT,2/26/2012,San Diego,Mexico (Pacific),5,"2,344","2,124",2,1,2012,"11,720"
Princess Cruises,EMERALD PRINCESS,2/26/2012,Fort Lauderdale,Southern Caribbean,10,"3,067","3,070",2,1,2012,"30,670"
Princess Cruises,CARIBBEAN PRINCESS,2/26/2012,San Juan,Southern Caribbean,7,"2,548","3,100",2,1,2012,"17,836"
Princess Cruises,RUBY PRINCESS,2/26/2012,Fort Lauderdale,Eastern Caribbean,7,"3,168","3,070",2,1,2012,"22,176"
Norwegian Cruise Line,NORWEGIAN DAWN,2/26/2012,Miami,Southern Caribbean,10,"2,441","2,240",2,1,2012,"24,410"
Norwegian Cruise Line,NORWEGIAN PEARL,2/26/2012,Miami,Western Caribbean,7,"2,523","2,394",2,1,2012,"17,661"
Carnival Cruise Line,CARNIVAL PRIDE,2/26/2012,Baltimore,Bahamas,7,"2,455","2,124",2,1,2012,"17,185"
Holland America Line,WESTERDAM,2/26/2012,Fort Lauderdale,Eastern Caribbean,7,"1,952","1,848",2,1,2012,"13,664"
Holland America Line,NIEUW AMSTERDAM,2/26/2012,Fort Lauderdale,Western Caribbean,7,"1,269","2,044",2,1,2012,"8,883"
Oceania Cruises,MARINA,2/26/2012,Miami,Western Caribbean,10,"1,201","1,258",2,1,2012,"12,010"
Silversea Cruises,SILVER CLOUD,2/26/2012,Fort Lauderdale,Southern Caribbean,10,268,296,2,1,2012,"2,680"
Royal Caribbean International,ALLURE OF THE SEAS,2/26/2012,Fort Lauderdale,Western Caribbean,7,"6,000","5,400",2,1,2012,"42,000"
Celebrity Cruise Line,CELEBRITY SOLSTICE,2/26/2012,Fort Lauderdale,Eastern Caribbean,7,"2,876","2,850",2,1,2012,"20,132"
Royal Caribbean International,NAVIGATOR OF THE SEAS,2/26/2012,Fort Lauderdale,Western Caribbean,6,"3,314","3,114",2,1,2012,"19,884"
Disney Cruise Line,DISNEY DREAM,2/26/2012,Port Canaveral,Bahamas,4,"3,777","2,500",2,1,2012,"15,108"
Norwegian Cruise Line,NORWEGIAN GEM,2/26/2012,New York,Bahamas,7,"2,605","2,394",2,1,2012,"18,235"
Carnival Cruise Line,CARNIVAL MAGIC,2/26/2012,Galveston,Western Caribbean,7,"4,143","3,690",2,1,2012,"29,001"
Carnival Cruise Line,CARNIVAL INSPIRATION,2/27/2012,Long Beach,Mexico (Pacific),4,"2,378","2,052",2,1,2012,"9,512"
Royal Caribbean International,JEWEL OF THE SEAS,2/27/2012,Tampa,Western Caribbean,5,"2,127","2,110",2,1,2012,"10,635"
Carnival Cruise Line,CARNIVAL TRIUMPH,2/27/2012,Galveston,Western Caribbean,5,"3,250","2,758",2,1,2012,"16,250"
Carnival Cruise Line,CARNIVAL FASCINATION,2/27/2012,Jacksonville,Bahamas,5,"2,310","2,052",2,1,2012,"11,550"
Royal Caribbean International,ENCHANTMENT OF THE SEAS,2/27/2012,Baltimore,Southern Caribbean,12,"2,379","1,950",2,1,2012,"28,548"
Norwegian Cruise Line,NORWEGIAN SKY,2/27/2012,Miami,Bahamas,4,"2,148","2,002",2,1,2012,"8,592"
Costa Cruise Line,COSTA ATLANTICA,2/27/2012,Miami,Western Caribbean,10,"2,330","2,114",2,1,2012,"23,300"
Royal Caribbean International,EXPLORER OF THE SEAS,2/27/2012,Cape Liberty,Southern Caribbean,11,"3,221","3,114",2,1,2012,"35,431"
Carnival Cruise Line,CARNIVAL IMAGINATION,2/27/2012,Miami,Western Caribbean,4,"2,311","2,052",2,1,2012,"9,244"
Holland America Line,ZUIDERDAM,2/27/2012,Fort Lauderdale,Southern Caribbean,11,"1,901","1,848",2,1,2012,"20,911"
Seabourn Cruise Line,SEABOURN SOJOURN,2/27/2012,Fort Lauderdale,Southern Caribbean,10,442,450,2,1,2012,"4,420"
Princess Cruises,ISLAND PRINCESS,2/27/2012,Fort Lauderdale,Western Caribbean,10,"1,985","1,950",2,1,2012,"19,850"
SeaDream Yacht Club,SEADREAM I,2/27/2012,Charlotte Amalie,Southern Caribbean,5,99,110,2,1,2012,495
Royal Caribbean International,MONARCH OF THE SEAS,2/27/2012,Port Canaveral,Bahamas,4,"2,491","2,354",2,1,2012,"9,964"
Carnival Cruise Line,CARNIVAL ECSTASY,2/27/2012,Port Canaveral,Bahamas,5,"2,375","2,052",2,1,2012,"11,875"
Royal Caribbean International,LIBERTY OF THE SEAS,2/27/2012,Fort Lauderdale,Western Caribbean,5,"3,811","3,630",2,1,2012,"19,055"
Regent Seven Seas Cruises,SEVEN SEAS NAVIGATOR,2/27/2012,Fort Lauderdale,Western Caribbean,10,491,490,2,1,2012,"4,910"
Cunard Line,QUEEN VICTORIA,2/28/2012,Los Angeles,Trans-Panama Canal,17,"1,969","2,014",2,1,2012,"33,473"
Princess Cruises,CORAL PRINCESS,2/28/2012,Fort Lauderdale,Trans-Panama Canal,14,"1,912","1,974",2,1,2012,"26,768"
Princess Cruises,GOLDEN PRINCESS,2/29/2012,Los Angeles,Hawaii,14,"2,671","2,600",2,1,2012,"37,394"
Carnival Cruise Line,CARNIVAL PARADISE,3/1/2012,Tampa,Western Caribbean,4,"2,354","2,052",3,1,2012,"9,416"
Celebrity Cruise Line,CELEBRITY MILLENNIUM,3/1/2012,Miami,Western Caribbean,4,"2,020","1,950",3,1,2012,"8,080"
Carnival Cruise Line,CARNIVAL ELATION,3/1/2012,New Orleans,Western Caribbean,4,"2,300","2,052",3,1,2012,"9,200"
Carnival Cruise Line,CARNIVAL DESTINY,3/1/2012,Miami,Western Caribbean,4,"2,975","2,642",3,1,2012,"11,900"
Carnival Cruise Line,CARNIVAL MIRACLE,3/1/2012,Fort Lauderdale,Southern Caribbean,8,"2,212","2,124",3,1,2012,"17,696"
Carnival Cruise Line,CARNIVAL SENSATION,3/1/2012,Port Canaveral,Bahamas,3,"2,489","2,052",3,1,2012,"7,467"
Disney Cruise Line,DISNEY DREAM,3/1/2012,Port Canaveral,Bahamas,3,"3,796","2,500",3,1,2012,"11,388"
Carnival Cruise Line,CARNIVAL INSPIRATION,3/2/2012,Long Beach,Mexico (Pacific),3,"2,608","2,052",3,1,2012,"7,824"
Carnival Cruise Line,CARNIVAL SPIRIT,3/2/2012,San Diego,Mexico (Pacific),9,"2,246","2,124",3,1,2012,"20,214"
Norwegian Cruise Line,NORWEGIAN SKY,3/2/2012,Miami,Bahamas,3,"2,248","2,002",3,1,2012,"6,744"
Carnival Cruise Line,CARNIVAL IMAGINATION,3/2/2012,Miami,Bahamas,3,"2,555","2,052",3,1,2012,"7,665"
Carnival Cruise Line,CARNIVAL FANTASY,3/2/2012,Charleston,Bahamas,5,"2,549","2,052",3,1,2012,"12,745"
Seabourn Cruise Line,SEABOURN SPIRIT,3/2/2012,Charlotte Amalie,Southern Caribbean,7,195,208,3,1,2012,"1,365"
Holland America Line,STATENDAM,3/2/2012,Fort Lauderdale,Trans-Panama Canal,14,"1,247","1,266",3,1,2012,"17,458"
Holland America Line,MAASDAM,3/2/2012,Fort Lauderdale,Southern Caribbean,10,"1,249","1,266",3,1,2012,"12,490"
Royal Caribbean International,MONARCH OF THE SEAS,3/2/2012,Port Canaveral,Bahamas,3,"2,551","2,354",3,1,2012,"7,653"
Princess Cruises,STAR PRINCESS,3/3/2012,Valparaiso,South America,16,"2,786","2,600",3,1,2012,"44,576"
Crystal Cruises,CRYSTAL SYMPHONY,3/3/2012,Buenos Aires,South America,16,538,940,3,1,2012,"8,608"
Norwegian Cruise Line,PRIDE OF AMERICA,3/3/2012,Honolulu,Hawaii,7,"2,156","2,062",3,1,2012,"15,092"
Princess Cruises,SAPPHIRE PRINCESS,3/3/2012,Los Angeles,Mexico (Pacific),7,"2,786","2,670",3,1,2012,"19,502"
Royal Caribbean International,JEWEL OF THE SEAS,3/3/2012,Tampa,Western Caribbean,5,"2,182","2,110",3,1,2012,"10,910"
Carnival Cruise Line,CARNIVAL FASCINATION,3/3/2012,Jacksonville,Bahamas,5,"2,582","2,052",3,1,2012,"12,910"
Carnival Cruise Line,CARNIVAL TRIUMPH,3/3/2012,Galveston,Western Caribbean,5,"3,290","2,758",3,1,2012,"16,450"
Carnival Cruise Line,CARNIVAL LIBERTY,3/3/2012,Miami,Eastern Caribbean,7,"3,486","2,974",3,1,2012,"24,402"
Carnival Cruise Line,CARNIVAL VALOR,3/3/2012,Miami,Southern Caribbean,8,"3,400","2,974",3,1,2012,"27,200"
Norwegian Cruise Line,NORWEGIAN EPIC,3/3/2012,Miami,Eastern Caribbean,7,"4,248","4,200",3,1,2012,"29,736"
Celebrity Cruise Line,CELEBRITY ECLIPSE,3/3/2012,Miami,Eastern Caribbean,7,"2,938","2,850",3,1,2012,"20,566"
Princess Cruises,CROWN PRINCESS,3/3/2012,Fort Lauderdale,Southern Caribbean,7,"2,736","3,080",3,1,2012,"19,152"
Royal Caribbean International,VOYAGER OF THE SEAS,3/3/2012,New Orleans,Western Caribbean,7,"3,225","3,114",3,1,2012,"22,575"
Princess Cruises,GRAND PRINCESS,3/3/2012,Fort Lauderdale,Southern Caribbean,7,"2,409","2,600",3,1,2012,"16,863"
Norwegian Cruise Line,NORWEGIAN SUN,3/3/2012,Port Canaveral,Western Caribbean,7,"2,147","2,000",3,1,2012,"15,029"
Disney Cruise Line,DISNEY MAGIC,3/3/2012,Port Canaveral,Western Caribbean,7,"2,578","1,754",3,1,2012,"18,046"
Carnival Cruise Line,CARNIVAL DREAM,3/3/2012,Port Canaveral,Western Caribbean,7,"4,347","3,646",3,1,2012,"30,429"
Celebrity Cruise Line,CELEBRITY SUMMIT,3/3/2012,San Juan,Southern Caribbean,7,"2,206","1,950",3,1,2012,"15,442"
Carnival Cruise Line,CARNIVAL ECSTASY,3/3/2012,Port Canaveral,Bahamas,5,"2,605","2,052",3,1,2012,"13,025"
Royal Caribbean International,SERENADE OF THE SEAS,3/3/2012,San Juan,Southern Caribbean,7,"2,129","2,100",3,1,2012,"14,903"
SeaDream Yacht Club,SEADREAM I,3/3/2012,San Juan,Southern Caribbean,7,106,110,3,1,2012,742
MSC Italian Cruises,MSC POESIA,3/3/2012,Fort Lauderdale,Eastern Caribbean,7,"2,595","2,550",3,1,2012,"18,165"
Royal Caribbean International,NAVIGATOR OF THE SEAS,3/3/2012,Fort Lauderdale,Southern Caribbean,8,"3,339","3,114",3,1,2012,"26,712"
Holland America Line,EURODAM,3/3/2012,Fort Lauderdale,Eastern Caribbean,7,"2,174","2,104",3,1,2012,"15,218"
Royal Caribbean International,OASIS OF THE SEAS,3/3/2012,Fort Lauderdale,Western Caribbean,7,"5,645","5,400",3,1,2012,"39,515"
Royal Caribbean International,LIBERTY OF THE SEAS,3/3/2012,Fort Lauderdale,Western Caribbean,5,"4,047","3,630",3,1,2012,"20,235"
Norwegian Cruise Line,NORWEGIAN JEWEL,3/3/2012,New York,Bahamas,7,"2,887","2,376",3,1,2012,"20,209"
Carnival Cruise Line,CARNIVAL SPLENDOR,3/4/2012,Long Beach,Mexico (Pacific),7,"3,364","3,006",3,1,2012,"23,548"
Holland America Line,RYNDAM,3/4/2012,Tampa,Western Caribbean,7,"1,288","1,266",3,1,2012,"9,016"
Disney Cruise Line,DISNEY WONDER,3/4/2012,Los Angeles,Mexico (Pacific),7,"2,610","1,754",3,1,2012,"18,270"
Royal Caribbean International,MARINER OF THE SEAS,3/4/2012,Galveston,Western Caribbean,7,"3,244","3,114",3,1,2012,"22,708"
Carnival Cruise Line,CARNIVAL CONQUEST,3/4/2012,New Orleans,Bahamas,7,"3,248","2,974",3,1,2012,"22,736"
Carnival Cruise Line,CARNIVAL GLORY,3/4/2012,Miami,Western Caribbean,7,"3,428","2,974",3,1,2012,"23,996"
Holland America Line,ROTTERDAM,3/4/2012,San Diego,South Pacific/Far East,30,"1,282","1,316",3,1,2012,"38,460"
Norwegian Cruise Line,NORWEGIAN PEARL,3/4/2012,Miami,Western Caribbean,7,"2,751","2,394",3,1,2012,"19,257"
Norwegian Cruise Line,NORWEGIAN STAR,3/4/2012,Tampa,Western Caribbean,7,"2,727","2,240",3,1,2012,"19,089"
Holland America Line,WESTERDAM,3/4/2012,Fort Lauderdale,Southern Caribbean,7,"1,981","1,848",3,1,2012,"13,867"
Holland America Line,NIEUW AMSTERDAM,3/4/2012,Fort Lauderdale,Eastern Caribbean,7,"2,191","2,044",3,1,2012,"15,337"
Princess Cruises,CARIBBEAN PRINCESS,3/4/2012,San Juan,Southern Caribbean,7,"3,174","3,100",3,1,2012,"22,218"
Carnival Cruise Line,CARNIVAL PRIDE,3/4/2012,Baltimore,Bahamas,7,"2,569","2,124",3,1,2012,"17,983"
Princess Cruises,RUBY PRINCESS,3/4/2012,Fort Lauderdale,Eastern Caribbean,7,"3,187","3,070",3,1,2012,"22,309"
Carnival Cruise Line,CARNIVAL VICTORY,3/4/2012,San Juan,Southern Caribbean,7,"3,064","2,758",3,1,2012,"21,448"
Royal Caribbean International,ADVENTURE OF THE SEAS,3/4/2012,San Juan,Southern Caribbean,7,"3,274","3,114",3,1,2012,"22,918"
Carnival Cruise Line,CARNIVAL FREEDOM,3/4/2012,Fort Lauderdale,Western Caribbean,6,"3,520","2,974",3,1,2012,"21,120"
Carnival Cruise Line,CARNIVAL MAGIC,3/4/2012,Galveston,Western Caribbean,7,"4,258","3,690",3,1,2012,"29,806"
Royal Caribbean International,ALLURE OF THE SEAS,3/4/2012,Fort Lauderdale,Eastern Caribbean,7,"6,000","5,400",3,1,2012,"42,000"
Celebrity Cruise Line,CELEBRITY SOLSTICE,3/4/2012,Fort Lauderdale,Western Caribbean,7,"2,920","2,850",3,1,2012,"20,440"
Norwegian Cruise Line,NORWEGIAN SPIRIT,3/4/2012,New Orleans,Western Caribbean,7,"2,153","1,966",3,1,2012,"15,071"
Disney Cruise Line,DISNEY DREAM,3/4/2012,Port Canaveral,Bahamas,5,"3,625","2,500",3,1,2012,"18,125"
